       23,654
      22,8511
      23,9374
      21,5153
      20,8008
       23,528
      21,6867
      23,1904
      24,4127
      22,0854
       22,264
      22,9274
       24,244
      25,4149
      22,7673
      20,3981
       22,346
      18,3721
      20,4307
      21,3377
      22,9038
      22,9023
      22,8181
      20,8988
      21,9562
      22,8573
       21,873
      23,3378
      24,1837
      23,7572
      20,3243
      19,9168
      20,6094
      20,2357
      20,4597
      20,8048
      18,8732
      20,3734
      20,5131
      21,4007
      22,3977
      22,5947
      23,2161
      23,3213
      25,6645
      26,5737
      26,5153
      26,0258
      24,7369
      26,1302
      27,4412
      20,7172
      13,1185
      14,2565
      19,5189
      20,1113
      22,1349
      23,5082
      23,6024
      24,7947
      25,9193
      26,1713
      24,5508
      23,6395
      23,8719
      26,5666
      25,7488
      25,4559
      27,1505
      27,3561
      27,9073
      27,9073
      28,6562
      26,8693
       25,114
      27,7925
      27,6082
      26,0656
      29,4629
      31,0074
      32,0919
      31,3169
      27,4692
       19,319
      21,1544
      24,7743
       25,832
      27,9376
      31,0505
      33,1455
      33,0349
      31,7892
      31,1434
      32,2321
      33,9689
      30,8223
      30,8769
       33,403
      31,3878
      31,4333
      33,8853
      30,9309
      22,2761
      24,3165
       27,154
      30,3662
      26,6748
      23,5608
      18,8682
      19,0947
      18,0424
      17,1734
      23,8398
      23,8398
      23,8398
      23,8398
      23,8398
      25,9976
      27,6371
      28,3969
      26,7239
       23,538
      17,6234
